583.061,112.646,-68.278,-0.6120,-0.4632,-117.8321,
633.702,132.685,-77.465,-12.9430,-13.1929,-113.7301
633.703,132.688,-77.463,-25.1997,-13.1925,-113.7302
633.699,132.683,-77.466,-35.0262,-13.1935,-113.7313
633.702,132.683,-77.464,-34.0675,-4.0062,-120.1155
633.704,132.681,-77.465,-38.1918,-25.3393,-104.2121
633.704,132.681,-77.465,-21.2244,-40.3577,-134.7121
633.702,132.675,-77.462,-17.8628,-25.9268,-140.8084
605.817,109.941,-59.968,-17.8619,-25.9268,-140.8101
620.149,86.259,-67.915,-17.8619,-25.9272,-140.8095
620.150,86.263,-67.917,-17.3292,-22.1613,-142.1167
620.151,86.259,-67.919,-10.9478,-22.1614,-142.1166
620.150,86.263,-67.915,2.4241,-22.1609,-142.1165
609.621,78.070,-62.478,2.4246,-22.1606,-142.1178
621.640,63.113,-61.722,2.4250,-22.1606,-142.1187
582.575,111.712,-64.169,2.4246,-22.1605,-142.1182
582.573,111.711,-64.171,2.5094,-26.5133,-142.3233
582.558,111.698,-64.168,-5.9051,-37.0719,-139.8331
582.553,111.692,-64.164,-16.8451,-37.0716,-139.8347
613.106,111.432,-89.240,-16.8457,-37.0722,-139.8342
613.110,111.434,-89.246,-14.3752,-21.3543,-144.8467
630.524,81.042,-97.568,-14.3755,-21.3545,-144.8470
673.773,111.495,-118.251,-14.3754,-21.3546,-144.8479
628.875,189.820,-96.793,-14.3755,-21.3551,-144.8489
628.878,189.819,-96.790,-13.6351,-11.2296,-147.4769
628.875,189.818,-96.788,0.0399,-11.2291,-147.4760
658.563,143.279,-96.746,0.0395,-11.2298,-147.4760
653.712,140.164,-125.782,0.0392,-11.2298,-147.4754
664.724,147.240,-59.865,0.0393,-11.2293,-147.4755
687.528,111.493,-59.833,0.0389,-11.2285,-147.4748
